Report ID,Arrest Date,Time,Area ID,Area Name,Reporting District,Age,Sex Code,Descent Code,Charge Group Code,Charge Group Description,Arrest Type Code,Charge,Charge Description,Address,Cross Street
190504208,1/3/19,1,5,Harbor,503,27,M,W,24,Miscellaneous Other Violations,M,555PC,ENTER/REMAIN ON POSTED PROPERTY,800 W  LOMITA                       BL,
190504209,1/3/19,1,5,Harbor,503,24,F,H,24,Miscellaneous Other Violations,M,555PC,ENTER/REMAIN ON POSTED PROPERTY,800 W  LOMITA                       BL,
190504232,1/3/19,1555,5,Harbor,507,38,M,H,18,Drunkeness,I,41.27DLAMC,POSS ALCH BEV ON POSTED PREM,22800 S  WESTERN                      AV,
190504233,1/3/19,1555,5,Harbor,507,61,M,H,18,Drunkeness,I,41.27DLAMC,POSS ALCH BEV ON POSTED PREM,22800 S  WESTERN                      AV,
190504234,1/3/19,1600,5,Harbor,507,61,M,W,18,Drunkeness,I,41.27DLAMC,POSS ALCH BEV ON POSTED PREM,22800 S  WESTERN                      AV,
190804154,1/3/19,1720,8,West LA,883,58,M,W,18,Drunkeness,M,41.27CLAMC,DRINKING IN PUBLIC,COTNER                       AV,MISSISSIPPI                  AV
191004114,1/3/19,1340,10,West Valley,1031,39,M,B,16,Narcotic Drug Laws,M,11364(A)HS,POSS DEVICE/INSTRUMT/PARAPHERNALIA,6400    SHIRLEY                      AV,
191104147,1/3/19,1300,11,Northeast,1142,42,M,H,16,Narcotic Drug Laws,M,11377HS,POSSESSION CONTROLLED SUBSTANCE,HOLLYWOOD,HILLHURST
191104149,1/3/19,1300,11,Northeast,1142,30,M,B,16,Narcotic Drug Laws,M,11364HS,POSSESSION CNTL SUBSTANCE PARAPHERNALIA,HOLLYWOOD,HILLHURST
191104150,1/3/19,1300,11,Northeast,1142,31,M,W,16,Narcotic Drug Laws,M,11364HS,POSSESSION CNTL SUBSTANCE PARAPHERNALIA,HOLLYWOOD,HILLHURST
191104151,1/3/19,1300,11,Northeast,1142,41,M,W,16,Narcotic Drug Laws,M,11364(A)HS,POSS DEVICE/INSTRUMT/PARAPHERNALIA,HOLLYWOOD,VIRGIL
191105579,1/3/19,1000,11,Northeast,1172,41,M,W,24,Miscellaneous Other Violations,M,56.11LAMC,LEAVING PERSONAL PROP ON SIDEWALK,CLIFFORD,GLENDALE
191204300,1/3/19,1920,12,77th Street,1249,25,F,B,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,70TH                         ST,FIGUEROA
191204301,1/3/19,1945,12,77th Street,1249,27,F,B,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,49TH                         ST,FIGUEROA
191304152,1/3/19,420,13,Newton,1313,63,M,B,17,Liquor Laws,M,25620BP,OPEN ALCOHOLIC BEV IN PUBLIC PARK/PLACE,TRINITY,WASHINGTON                   BL
191304153,1/3/19,440,13,Newton,1323,23,M,H,18,Drunkeness,M,41.27CLAMC,DRINKING IN PUBLIC,SAN PEDRO                    BL,ADAMS                        BL
191304154,1/3/19,440,13,Newton,1323,58,M,H,18,Drunkeness,M,41.27CLAMC,DRINKING IN PUBLIC,SAN PEDRO                    ST,ADAMS                        BL
191304155,1/3/19,450,13,Newton,1325,33,M,H,18,Drunkeness,M,41.27CLAMC,DRINKING IN PUBLIC,CENTRAL                      AV,33RD                         ST
191304156,1/3/19,445,13,Newton,1325,45,M,H,18,Drunkeness,M,41.27CLAMC,DRINKING IN PUBLIC,CENTRAL                      AV,33RD                         ST
191304173,1/3/19,1640,13,Newton,1307,49,M,H,17,Liquor Laws,M,25620BP,OPEN ALCOHOLIC BEV IN PUBLIC PARK/PLACE,AGATHA,SAN PEDRO                    ST
191304174,1/3/19,1425,13,Newton,1307,33,M,B,17,Liquor Laws,M,25620BP,OPEN ALCOHOLIC BEV IN PUBLIC PARK/PLACE,700    GLADYS                       AV,
191304175,1/3/19,1520,13,Newton,1307,67,M,H,17,Liquor Laws,M,25620BP,OPEN ALCOHOLIC BEV IN PUBLIC PARK/PLACE,8TH,CROCKER                      ST
191404232,1/3/19,1554,14,Pacific,1431,24,M,H,17,Liquor Laws,I,25620(A)BP,DRINKING ALCOHOL,OCEAN FRONT                  WK,WESTMINSTER
191504142,1/3/19,1840,15,N Hollywood,1512,52,M,W,12,Weapon (carry/poss),M,21510(B)PC,CARRY SWITCHBLADE KNIFE UPON PERSON,COLDWATER CANYON             ST,VANOWEN
191604106,1/3/19,600,16,Foothill,1672,34,F,B,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,TELFAIR,LANKERSHIM
191604144,1/3/19,1915,16,Foothill,1637,54,M,W,6,Larceny,M,459.5PC,SHOPLIFTING,7700    FOOTHILL                     BL,
192004400,1/3/19,1600,20,Olympic,2081,74,M,B,18,Drunkeness,M,41.27(C)LAM,DRINKING IN PUBLIC***,MANHATTAN                    PL,WASHINGTON                   BL
192104095,1/3/19,1600,21,Topanga,2158,32,F,W,6,Larceny,M,459.5PC,SHOPLIFTING,6100    CANOGA                       AV,
192104176,1/3/19,1615,21,Topanga,2144,35,M,B,24,Miscellaneous Other Violations,M,63.44LAMC,PARK REGULATIONS,22600    VANOWEN                      ST,
192104178,1/3/19,1430,21,Topanga,2103,28,F,H,16,Narcotic Drug Laws,M,11377HS,POSSESSION CONTROLLED SUBSTANCE,TOPANGA CANYON,NORDHOFF
191404231,1/3/19,940,14,Pacific,1413,55,F,W,24,Miscellaneous Other Violations,I,56.11(10)BL,REFUSE TO TAKE DOWN TENT BTWN 0600 2100,200    HAMPTON                      DR,
191504266,1/3/19,1105,15,N Hollywood,1526,30,M,H,17,Liquor Laws,I,25620(A)BP,DRINKING ALCOHOL,6500    LANKERSHIM                   BL,
5511959,1/3/19,1720,4,Hollenbeck,454,7,M,H,,,D,602(B)WIC,,100 S  BOYLE                        AV,
5511551,1/3/19,430,2,Rampart,236,4,F,B,,,D,300(B)WI,,100 N  UNION                        AV,
5512029,1/3/19,2210,18,Southeast,1804,10,F,B,,,D,300(B)WI,,8800 S  CENTRAL                      AV,
5511750,1/3/19,1130,3,Southwest,399,50,F,H,3,Robbery,F,211PC,ROBBERY,4300 S  FIGUEROA                     ST,
5512020,1/3/19,2030,6,Hollywood,663,25,M,B,7,Vehicle Theft,F,487(D)(1)PC,GRAND THEFT AUTO/HORSE/ETC,HIGHLAND,MELROSE
191504663,1/4/19,900,15,N Hollywood,1591,33,M,W,,,I,41.45(C)LAM,,RHODES,VENTURA
190304274,1/4/19,1545,3,Southwest,317,50,M,H,,,I,41.27(C)LAM,,25TH                         ST,VERMONT                      AV
190104279,1/4/19,1445,1,Central,153,32,M,W,,,M,640PC,,5TH,HILL                         ST
191504669,1/4/19,1350,15,N Hollywood,1567,51,M,B,,,I,41.45(D)LAM,,LANKERSHIM,RIVERSIDE
190104281,1/4/19,1540,1,Central,153,33,M,B,,,M,640PC,,5TH                          ST,HILL                         ST
190104278,1/4/19,1445,1,Central,153,25,M,B,,,M,640PC,,5TH,HILL                         ST
190504334,1/4/19,1345,5,Harbor,541,20,M,H,,,M,85.02LAMC,,MIRAFLORES                   AV,CABRILLO                     AV
191504664,1/4/19,850,15,N Hollywood,1591,56,M,W,,,I,41.45(C)LAM,,LAURELGROVE,VENTURA
190504337,1/4/19,1430,5,Harbor,503,23,M,H,,,M,56.11(D)LAM,,MCCOY,LOMITA                       BL
190304277,1/4/19,1550,3,Southwest,317,56,M,H,,,I,41.27(C)LAM,,25TH                         ST,VERMONT                      AV
191504665,1/4/19,1430,15,N Hollywood,1549,30,M,B,,,I,41.47.2LAMC,,LANKERSHIM,CHANDLER
190104280,1/4/19,1500,1,Central,153,48,M,B,,,M,640PC,,5TH                          ST,HILL                         ST
191504668,1/4/19,1540,15,N Hollywood,1557,53,M,W,,,I,41.45(D)LAM,,LANKERSHIM,BLIX
190304275,1/4/19,1550,3,Southwest,317,56,M,B,,,I,41.27(C)LAM,,25TH                         ST,VERMONT
5512897,1/4/19,1710,20,Olympic,2099,63,M,B,8,Other Assaults,M,242PC,BATTERY,WASHINGTON,HOOVER
190104316,1/4/19,1530,1,Central,192,49,M,B,17,Liquor Laws,I,25620ABP,DRINKING ALCOHOL*******,OLIVE,VENICE
190104551,1/4/19,1525,1,Central,153,29,M,B,24,Miscellaneous Other Violations,M,63.44LAMC,PARK REGULATIONS,5TH,HILL                         ST
190104552,1/4/19,1525,1,Central,153,27,M,B,24,Miscellaneous Other Violations,M,63.44LAMC,PARK REGULATIONS,5TH,HILL                         ST
190104553,1/4/19,1445,1,Central,153,52,M,W,24,Miscellaneous Other Violations,M,63.44LAMC,PARK REGULATIONS,5TH,HILL                         ST
190304943,1/4/19,1225,3,Southwest,395,57,M,B,18,Drunkeness,M,41.27(C)LAM,DRINKING IN PUBLIC***,MARTIN LUTHER KI             BL,VERMONT                      AV
190304977,1/4/19,1206,3,Southwest,396,48,M,B,18,Drunkeness,I,41.27DLAMC,POSS ALCH BEV ON POSTED PREM,MARTIN LUTHER KI             BL,MENLO                        AV
190504215,1/4/19,1345,5,Harbor,564,21,F,H,17,Liquor Laws,M,25658(A)BP,SALE/ETC OF ALCOHOLIC BEVERAGE TO MINOR,300 W  6TH                          ST,
190504220,1/4/19,1650,5,Harbor,564,27,F,H,17,Liquor Laws,M,25658(A)BP,SALE/ETC OF ALCOHOLIC BEVERAGE TO MINOR,900 S  PACIFIC                      AV,
